City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,jaisalmer,26.9147,70.9181,298.52,31,28,4.17,IN,1681952287
366,bodden town,19.2833,-81.25,300.89,86,20,2.57,KY,1681952287
367,hvide sande,56.0045,8.1294,278.2,65,0,6.9,DK,1681952287
368,coihaique,-45.5752,-72.0662,286.12,76,40,2.06,CL,1681952105
369,foz do iguacu,-25.5478,-54.5881,290.66,82,0,1.54,BR,1681952287
370,xuanhua,40.6103,115.0447,285.47,23,100,5.28,CN,1681952287
371,yerbogachen,61.2767,108.0108,266.01,86,76,2.97,RU,1681952288
372,ayan,56.45,138.1667,273.64,62,0,1.23,RU,1681952288
373,urziceni,44.7167,26.6333,283.37,87,100,1.18,RO,1681952288
374,shushenskoye,53.325,91.9356,270.57,54,100,7.36,RU,1681952288
375,ahipara,-35.1667,173.1667,295.56,71,100,5.93,NZ,1681952288
376,sao gabriel da cachoeira,-0.1303,-67.0892,299.29,77,86,1.05,BR,1681952288
377,san francisco,37.7749,-122.4194,291.77,57,20,9.77,US,1681951909
378,san cristobal,7.7669,-72.225,294.25,90,82,0.5,VE,1681952288
379,abu kamal,34.4506,40.9171,293.74,60,89,4.31,SY,1681952288
380,edson,53.5835,-116.4356,283.23,37,0,5.14,CA,1681952288
381,bani walid,31.7566,13.9942,293.79,25,94,4.54,LY,1681952289
382,rudbar,30.15,62.6,287.7,19,0,3.28,AF,1681952289
383,kaitangata,-46.2817,169.8464,288.86,65,32,0.66,NZ,1681952289
384,khasan,42.4308,130.6434,287.52,57,97,9.1,RU,1681952289
385,svetlogorsk,52.6333,29.7333,279.61,77,86,3.48,BY,1681952289
386,skagen,57.7209,10.5839,281.0,72,1,5.19,DK,1681952289
387,grevesmuhlen,53.8667,11.1833,280.81,68,100,8.27,DE,1681952289
388,aklavik,68.2191,-135.0107,264.92,86,100,3.83,CA,1681952289
389,port hardy,50.6996,-127.4199,280.25,93,100,6.69,CA,1681952289
390,nong bua,15.8646,100.5858,305.31,58,2,3.49,TH,1681952290
391,eilenburg,51.4598,12.6334,278.22,97,100,2.42,DE,1681952290
392,mahmudia,45.0833,29.0833,283.26,94,100,4.24,RO,1681952290
393,lahij,13.1667,44.5833,297.99,68,33,2.39,YE,1681952290
394,newport,51.5877,-2.9984,281.21,71,100,7.31,GB,1681952290
395,tual,-5.6667,132.75,301.49,72,38,4.2,ID,1681952290
396,hastings,50.8552,0.5729,282.55,45,4,9.33,GB,1681952290
397,basco,20.4487,121.9702,299.83,85,0,7.14,PH,1681952290
398,ismailia,30.6043,32.2723,290.07,73,19,4.59,EG,1681952290
399,husavik,66.0449,-17.3389,279.77,87,66,3.41,IS,1681952290
400,nelson bay,-32.7167,152.15,292.59,98,100,3.13,AU,1681952290
401,green river,41.5286,-109.4662,274.37,34,5,5.36,US,1681952291
402,vila franca do campo,37.7167,-25.4333,286.38,79,100,4.78,PT,1681952024
403,tchollire,8.4022,14.1698,300.18,57,80,2.43,CM,1681952291
404,alihe,50.5667,123.7167,273.47,83,100,3.42,CN,1681952291
405,barao de melgaco,-16.1944,-55.9675,295.83,94,100,1.65,BR,1681952291
406,hwange,-18.3693,26.5019,291.51,65,0,1.81,ZW,1681952214
407,eyl,7.9803,49.8164,300.21,73,100,3.32,SO,1681952291
408,kutum,14.2,24.6667,296.23,12,0,1.86,SD,1681952291
409,huarmey,-10.0681,-78.1522,297.98,81,20,3.81,PE,1681952291
410,asheboro,35.7079,-79.8136,294.84,46,0,0.0,US,1681951999
411,kargasok,59.0556,80.8572,268.22,95,100,2.78,RU,1681952291
412,rawson,-43.3002,-65.1023,293.01,51,14,5.01,AR,1681952292
413,kotelnikovo,47.6317,43.1461,281.57,51,100,5.79,RU,1681952292
414,kasongo,-4.45,26.6667,293.42,98,28,1.57,CD,1681952292
415,chongwe,-15.3292,28.682,288.13,94,7,1.53,ZM,1681952292
416,eydhafushi,5.1033,73.0708,301.35,74,90,1.54,MV,1681952292
417,dunedin,-45.8742,170.5036,286.37,83,70,0.89,NZ,1681952165
418,north vanlaiphai,23.1333,93.0667,294.0,52,0,0.52,IN,1681952292
419,santa rosalia,27.3167,-112.2833,295.55,31,16,0.47,MX,1681952292
420,ukiah,39.1502,-123.2078,289.09,48,0,5.14,US,1681952292
421,kaka,37.3482,59.6143,283.13,21,0,2.23,TM,1681952293
422,katangli,51.7102,143.2326,274.26,91,96,1.64,RU,1681952293
423,alta gracia,-31.6529,-64.4283,290.86,60,6,2.03,AR,1681952293
424,encheng,22.1839,112.3026,300.35,72,96,1.55,CN,1681952293
425,barraute,48.4335,-77.6328,270.3,85,100,3.08,CA,1681952293
426,soure,-0.7167,-48.5233,298.15,88,100,2.33,BR,1681952293
427,chumikan,54.7183,135.315,272.69,64,78,3.07,RU,1681952293
428,gaoual,11.75,-13.2,301.75,54,39,2.66,GN,1681952293
429,stokmarknes,68.5646,14.9108,281.14,87,100,6.69,NO,1681952293
430,xichang,27.8964,102.2634,292.79,70,5,1.12,CN,1681952293
431,trat,12.5,102.5,302.81,74,100,2.5,TH,1681952293
432,hayrabolu,41.2131,27.1069,281.19,93,28,1.1,TR,1681952117
433,boissevain,49.2306,-100.0559,272.95,98,100,6.76,CA,1681952293
434,hualmay,-11.0964,-77.6139,296.69,82,77,4.73,PE,1681952294
435,souillac,-20.5167,57.5167,299.36,83,75,5.14,MU,1681952294
436,kilindoni,-7.9139,39.6668,299.2,85,100,6.34,TZ,1681952294
437,da nang,16.0678,108.2208,304.14,70,0,1.54,VN,1681952176
438,nouadhibou,20.931,-17.0347,293.14,83,100,7.2,MR,1681952294
439,balaipungut,1.05,101.2833,298.69,92,90,0.3,ID,1681952294
440,grand gaube,-20.0064,57.6608,299.37,78,15,2.68,MU,1681952294
441,pacific grove,36.6177,-121.9166,290.76,67,0,5.81,US,1681952294
442,wadi musa,30.3222,35.4793,294.39,27,100,2.96,JO,1681952294
443,obala,4.1667,11.5333,294.88,99,100,0.89,CM,1681952294
444,lata,40.1629,-8.3327,285.88,93,6,0.89,PT,1681952294
445,sibut,5.718,19.0739,297.7,67,97,1.08,CF,1681952294
446,gizo,-8.103,156.8419,301.39,64,13,1.32,SB,1681952295
447,rio negro,-26.1058,-49.7975,283.91,83,23,2.09,BR,1681952295
448,prince rupert,54.3161,-130.3201,280.98,85,100,5.14,CA,1681952295
449,neryungri,56.6709,124.6491,267.71,84,100,5.62,RU,1681952295
450,atocha,-20.9333,-66.2333,281.26,39,0,2.59,BO,1681952295
451,kokkola,63.8385,23.1307,275.95,85,0,2.57,FI,1681952295
452,cruzeiro do sul,-29.5128,-51.9853,286.77,79,11,2.25,BR,1681952295
453,tiksi,71.6872,128.8694,253.53,99,100,2.18,RU,1681952295
454,chimoio,-19.1164,33.4833,287.87,96,0,0.84,MZ,1681952295
455,moree,-29.4667,149.85,297.52,36,100,4.18,AU,1681952296
456,khash,28.2211,61.2158,288.06,24,11,1.18,IR,1681952296
457,geraldton,-28.7667,114.6,295.38,33,0,8.23,AU,1681952296
458,mehamn,71.0357,27.8492,277.12,81,100,5.66,NO,1681952296
459,monroe,43.1501,-77.6831,279.24,72,95,0.62,US,1681952055
460,sakakah,29.9697,40.2064,296.91,30,100,2.66,SA,1681952296
461,swiecie,53.4095,18.4474,282.32,85,97,2.24,PL,1681952296
462,corner brook,48.9667,-57.9484,276.24,94,83,2.22,CA,1681952092
463,cascais,38.6979,-9.4215,288.85,78,0,7.15,PT,1681952296
464,kudahuvadhoo,2.6708,72.8944,301.65,71,100,1.2,MV,1681952296
465,dubti,11.7361,41.0853,301.53,57,69,4.57,ET,1681952297
466,vyazniki,56.25,42.1667,279.2,80,62,2.17,RU,1681952297
467,pemberton,50.3164,-122.8027,281.98,68,87,1.92,CA,1681952297
468,muros,42.7762,-9.0603,287.64,82,83,2.49,ES,1681952297
469,yatsuo,36.5667,137.1333,298.83,45,20,3.6,JP,1681952297
470,salinas,36.6777,-121.6555,291.8,57,0,6.17,US,1681952298
471,arrifes,37.7667,-25.7,285.29,88,75,3.09,PT,1681952298
472,acajutla,13.5928,-89.8275,301.09,72,60,1.55,SV,1681952298
473,virginia beach,36.8529,-75.978,290.4,82,0,3.09,US,1681952024
474,adamovka,51.5223,59.9396,277.5,79,82,2.56,RU,1681952298
475,sao joao da barra,-21.6403,-41.0511,298.2,89,100,2.29,BR,1681952298
476,hofn,64.2539,-15.2082,281.49,82,100,2.26,IS,1681952298
477,kailahun,8.2833,-10.5667,296.65,93,100,1.14,SL,1681952298
478,batemans bay,-35.7167,150.1833,289.87,67,100,2.27,AU,1681952298
479,kodinar,20.7903,70.7031,298.93,57,5,5.92,IN,1681952298
480,lantana,26.5867,-80.052,298.16,69,75,5.66,US,1681952299
481,nogliki,51.8333,143.1667,274.56,88,82,1.36,RU,1681952299
482,kedrovyy,56.1667,91.8167,267.52,90,100,4.34,RU,1681952299
483,chateaudun,48.0833,1.3333,283.12,81,9,4.22,FR,1681952299
484,mangrol,21.1167,70.1167,298.6,75,6,5.29,IN,1681952299
485,florianopolis,-27.6146,-48.5012,291.72,46,75,3.6,BR,1681952075
486,gamba,-2.65,10.0,297.79,94,100,1.96,GA,1681952299
487,alice springs,-23.7,133.8833,290.9,55,0,7.2,AU,1681952299
488,maragogi,-9.0122,-35.2225,299.13,85,6,3.64,BR,1681952299
489,galesong,-5.3166,119.3661,302.16,76,26,1.35,ID,1681952299
490,ribeirao preto,-21.1775,-47.8103,295.15,64,0,1.54,BR,1681952300
491,popondetta,-8.7537,148.2534,303.1,66,43,1.38,PG,1681952300
492,namibe,-15.1961,12.1522,298.09,76,97,1.72,AO,1681952300
493,kamaishi,39.2667,141.8833,288.44,49,8,5.38,JP,1681952300
494,viedma,-40.8135,-62.9967,290.17,54,0,3.27,AR,1681952300
495,yeppoon,-23.1333,150.7333,300.03,57,0,6.01,AU,1681952300
496,rockhampton,-23.3833,150.5,300.09,41,0,5.14,AU,1681952300
497,lukovetskiy,64.2956,41.9211,274.22,99,100,2.62,RU,1681952300
498,corralillo,22.9819,-80.5856,294.41,85,100,2.9,CU,1681952300
499,caramay,10.1815,119.236,302.86,68,35,2.43,PH,1681952300
500,quatre cocos,-20.2078,57.7625,299.21,78,11,6.29,MU,1681952300
501,labuhan,-6.8844,112.2051,300.7,79,100,2.39,ID,1681952301
502,waitara,-38.925,174.25,293.15,77,97,1.97,NZ,1681952301
503,lima,-12.0432,-77.0282,296.98,77,0,9.26,PE,1681952301
504,horodnytsya,50.807,27.3168,281.11,87,93,3.2,UA,1681952301
505,beloha,-25.1667,45.05,294.09,97,63,3.43,MG,1681952301
506,umm lajj,25.0213,37.2685,301.38,48,0,1.69,SA,1681952301
507,georgiyevka,43.0369,74.7114,274.17,93,0,2.0,KZ,1681952301
508,bara,10.3744,10.7288,301.42,56,90,4.3,NG,1681952301
509,morant bay,17.8815,-76.4093,300.94,83,3,3.33,JM,1681952302
510,monrovia,6.3005,-10.7969,297.02,90,100,7.16,LR,1681952302
511,moron,-34.6534,-58.6198,288.01,67,0,1.8,AR,1681952302
512,kununurra,-15.7667,128.7333,301.14,36,1,8.75,AU,1681952302
513,sioux lookout,50.1001,-91.917,278.19,28,100,2.57,CA,1681952302
514,marco,25.9726,-81.729,297.05,63,33,7.08,US,1681952122
515,burnie,-41.0667,145.9167,290.07,74,100,5.44,AU,1681952302
516,vila velha,-20.3297,-40.2925,299.12,87,0,5.14,BR,1681952223
517,kayasula,44.325,45.0,279.77,76,56,3.1,RU,1681952302
518,nome,64.5011,-165.4064,271.02,51,0,1.54,US,1681952148
519,challapata,-18.9,-66.7667,282.88,18,3,2.11,BO,1681952303
520,san andres,12.5847,-81.7006,301.16,69,20,4.12,CO,1681952303
521,sydney,-33.8679,151.2073,292.16,87,75,7.72,AU,1681951501
522,itarema,-2.9248,-39.9167,297.88,90,100,2.66,BR,1681952135
523,cap malheureux,-19.9842,57.6142,298.97,78,12,2.68,MU,1681952303
524,aktash,50.3,87.7333,257.73,92,97,0.84,RU,1681952303
525,zhezkazgan,47.8043,67.7144,278.03,57,15,1.75,KZ,1681952303
526,mananjary,-21.2167,48.3333,295.21,93,35,2.42,MG,1681952303
527,ucluelet,48.9329,-125.5528,281.53,83,54,0.45,CA,1681952303
528,flinders,-34.5833,150.8552,291.07,87,100,4.09,AU,1681952303
529,sitka,57.0531,-135.33,285.09,40,75,5.14,US,1681952304
530,belyy yar,53.6039,91.3903,269.09,58,0,6.0,RU,1681952304
531,cumberland,35.0502,-78.8664,298.37,38,0,2.57,US,1681952304
532,gamboma,-1.8764,15.8644,297.96,75,91,0.31,CG,1681952304
533,jinji,23.2281,110.8261,298.44,82,79,1.93,CN,1681952304
534,talcahuano,-36.7167,-73.1167,287.97,88,0,1.54,CL,1681952304
535,felanitx,39.4696,3.1483,285.35,79,100,1.21,ES,1681952304
536,shimoda,34.6667,138.95,295.43,81,100,2.15,JP,1681952304
537,yeniseysk,58.4497,92.1703,266.05,84,99,1.47,RU,1681952304
538,tazovskiy,67.4667,78.7,260.38,97,93,2.13,RU,1681952304
539,lingao,19.9103,109.6859,302.02,75,4,0.76,CN,1681952305
540,vestmanna,62.1564,-7.1664,278.66,70,4,0.0,FO,1681952305
541,belaya gora,68.5333,146.4167,262.17,87,100,3.14,RU,1681952305
542,paranaiba,-19.6772,-51.1908,291.9,78,100,2.89,BR,1681952305
543,moses lake,47.1301,-119.2781,286.35,30,75,8.23,US,1681952305
544,butembo,0.15,29.2833,288.05,88,100,1.76,CD,1681952305
545,kapiri mposhi,-13.9652,28.6809,287.85,98,15,2.3,ZM,1681952305
546,severnyy,50.677,36.5532,280.17,81,75,4.02,RU,1681952305
547,akdagmadeni,39.6603,35.8836,281.29,86,49,2.26,TR,1681952305
548,pemangkat,1.1667,108.9667,301.0,75,94,1.7,ID,1681952305
549,mareeba,-17.0,145.4333,300.55,72,100,2.66,AU,1681952306
550,chapais,49.7834,-74.8492,269.03,87,100,3.09,CA,1681952306
551,mongoumba,3.6415,18.5936,296.01,84,100,0.6,CF,1681952306
552,sistranda,63.7256,8.834,275.13,67,25,2.18,NO,1681952306
553,santa rosa,14.3122,121.1114,305.43,74,8,2.06,PH,1681952306
554,sibolga,1.7427,98.7792,298.96,90,100,0.95,ID,1681952306
555,kerman,30.2832,57.0788,283.07,37,0,0.0,IR,1681951806
556,bandar-e lengeh,26.5579,54.8807,296.21,88,100,2.06,IR,1681952306
557,kruisfontein,-34.0033,24.7314,290.46,64,100,2.24,ZA,1681952306
558,delijan,33.9905,50.6838,290.38,27,2,1.57,IR,1681952306
559,gold coast,-28.0,153.4333,300.51,68,95,7.2,AU,1681952306
560,stephenville,32.2207,-98.2023,299.59,61,40,8.23,US,1681952199
561,lasa,46.6166,10.7002,282.42,93,100,0.82,IT,1681952307
562,killybegs,54.6333,-8.45,281.44,70,21,6.69,IE,1681952307
563,anda,46.4,125.3167,279.97,11,0,14.43,CN,1681952307
